timestamp,seconds_elapsed,total_queries,hit_rate,avg_latency_ms
14:24:47,23.71,100,0.0,0.47
14:25:14,51.36,300,0.0,0.41
14:26:04,101.12,700,0.0,0.42
14:26:05,102.17,800,0.0,0.41
14:26:46,143.22,1100,0.0,0.4
14:27:13,169.65,1400,0.0,0.39
14:27:32,188.69,1500,0.0,0.4
14:27:45,202.16,1700,0.0,0.4
14:28:17,234.26,1900,0.0,0.4
14:28:33,249.84,2000,0.0,0.4
14:28:34,250.87,2100,0.0,0.39
14:28:56,273.4,2200,0.0,0.4
14:29:21,297.77,2400,0.0,0.4
14:29:51,328.2,2600,0.0,0.39
14:30:15,352.12,2900,0.0,0.39
14:30:43,380.25,3000,0.0,0.39
14:30:57,393.78,3100,0.0,0.39
14:31:18,414.66,3200,0.0,0.39
14:31:51,447.82,3400,0.0,0.39
14:32:10,466.67,3500,0.0,0.39
14:32:26,483.23,3700,0.0,0.39
14:32:41,498.37,3800,0.0,0.39
14:33:14,531.48,4100,0.0,0.39
14:33:37,553.95,4200,0.0,0.39
14:34:00,577.6,4300,0.0,0.39
