timestamp,seconds_elapsed,total_queries,hit_rate,avg_latency_ms
16:23:11,17.54,200,100.0,0.24
16:23:19,25.86,300,100.0,0.27
16:23:46,52.66,600,100.0,0.28
16:24:07,73.91,700,100.0,0.29
16:25:49,175.89,1300,100.0,0.3
16:26:49,235.88,1800,100.0,0.29
16:27:13,259.49,2000,100.0,0.29
16:27:30,276.75,2200,100.0,0.29
16:28:33,340.4,2900,100.0,0.28
16:28:59,365.59,3100,100.0,0.28
16:29:00,366.62,3200,100.0,0.28
16:29:23,389.65,3300,100.0,0.28
16:30:13,439.83,3900,100.0,0.28
16:30:30,456.8,4200,100.0,0.28
16:30:53,479.87,4600,100.0,0.28
16:30:54,480.91,4700,100.0,0.28
16:31:22,508.41,5000,100.0,0.28
16:32:22,568.69,5500,100.0,0.28
16:32:53,600.13,5600,100.0,0.28
16:33:10,616.85,5800,100.0,0.28
16:33:37,643.41,6000,100.0,0.28
16:34:41,707.86,6300,100.0,0.28
16:35:10,737.23,6500,100.0,0.28
16:36:07,794.23,6900,100.0,0.28
16:36:30,816.64,7000,100.0,0.28
16:36:58,844.55,7200,100.0,0.28
16:37:14,860.96,7300,100.0,0.28
16:37:20,867.04,7500,100.0,0.28
16:37:47,893.7,7700,100.0,0.28
16:37:48,894.73,7800,100.0,0.28
16:38:32,938.72,8200,100.0,0.28
16:39:07,974.22,8300,100.0,0.28
16:40:20,1046.83,8700,100.0,0.28
16:40:51,1078.07,8800,100.0,0.28
16:42:02,1148.83,9500,100.0,0.28
16:42:14,1160.56,9700,100.0,0.28
16:42:28,1174.55,9900,100.0,0.28
16:43:49,1255.44,10500,100.0,0.28
16:44:06,1272.52,10900,100.0,0.28
16:44:17,1283.76,11100,100.0,0.28
16:44:42,1308.92,11300,100.0,0.28
16:45:30,1356.59,11600,100.0,0.28
16:45:51,1378.22,11800,100.0,0.28
16:46:01,1387.9,11900,100.0,0.28
16:46:10,1396.51,12000,100.0,0.28
16:46:24,1410.87,12100,100.0,0.28
16:46:48,1434.79,12200,100.0,0.28
16:47:01,1448.39,12400,100.0,0.28
16:47:23,1469.57,12700,100.0,0.28
16:47:46,1492.52,12800,100.0,0.28
16:48:23,1530.38,13000,100.0,0.29
16:48:41,1548.07,13100,100.0,0.29
16:48:57,1563.59,13300,100.0,0.29
16:49:57,1623.69,13700,100.0,0.29
16:50:09,1636.02,13800,100.0,0.29
16:50:21,1647.95,13900,100.0,0.29
16:50:42,1668.84,14000,100.0,0.29
16:51:09,1696.4,14200,100.0,0.29
16:51:40,1726.46,14700,100.0,0.29
16:53:07,1813.62,15300,100.0,0.29
16:55:35,1961.99,16600,100.0,0.28
16:57:16,2062.68,17200,100.0,0.28
16:57:43,2089.8,17400,100.0,0.28
16:58:08,2114.92,17500,100.0,0.28
16:58:29,2136.08,17600,100.0,0.28
16:58:44,2150.52,17700,100.0,0.28
16:59:09,2175.61,17800,100.0,0.28
16:59:31,2198.28,18000,100.0,0.28
16:59:50,2216.62,18300,100.0,0.28
17:00:20,2247.35,18400,100.0,0.28
17:00:33,2259.96,18600,100.0,0.28
17:01:02,2288.8,19100,100.0,0.28
17:03:11,2417.84,19700,100.0,0.28
17:03:12,2418.91,19800,100.0,0.28
17:03:52,2458.6,20300,100.0,0.28
17:05:36,2562.95,21400,100.0,0.28
17:07:03,2649.9,22100,100.0,0.28
17:07:11,2658.32,22200,100.0,0.28
17:07:38,2685.12,22300,100.0,0.28
17:08:07,2714.08,22500,100.0,0.28
17:08:26,2733.08,22700,100.0,0.28
17:08:45,2752.05,22900,100.0,0.28
17:09:04,2770.71,23000,100.0,0.28
17:09:29,2795.97,23200,100.0,0.28
17:10:32,2858.89,23500,100.0,0.28
17:11:21,2907.73,23800,100.0,0.28
17:11:29,2916.34,23900,100.0,0.28
17:12:32,2978.63,24200,100.0,0.28
17:13:07,3014.36,24600,100.0,0.28
17:14:05,3072.39,25000,100.0,0.28
17:14:24,3091.14,25100,100.0,0.28
17:15:16,3142.86,25400,100.0,0.28
17:15:26,3152.51,25600,100.0,0.28
17:17:00,3246.72,26200,100.0,0.28
17:17:01,3247.75,26300,100.0,0.28
17:17:52,3298.6,26600,100.0,0.28
17:17:53,3299.63,26700,100.0,0.28
17:18:13,3319.97,26900,100.0,0.28
17:19:43,3409.57,27700,100.0,0.28
17:19:44,3410.63,27800,100.0,0.28
17:20:23,3449.64,28100,100.0,0.28
17:20:42,3469.04,28200,100.0,0.28
17:21:10,3497.05,28500,100.0,0.28
17:21:19,3506.05,28600,100.0,0.28
17:21:32,3518.97,28800,100.0,0.28
17:21:59,3545.95,28900,100.0,0.28
17:22:08,3554.63,29000,100.0,0.28
17:22:35,3582.17,29400,100.0,0.28
